Request Timestamp (ns)
471106067
473650247
476143147
478049216
480036976
481069665
482153897
486299155
487557027
488625259
489704919
490841431
492486536
493639603
502135558
535119780
567293522
604742795
716478098
723208280
769483091
772143773
802100722
838704366
868628426
902138701
934575427
969651266
1007915123
1039434618
1069831132
1103068826
1136882631
1170535489
1203190128
1238514658
1272462088
1303804215
1338221342
1369251132
1402328875
1435077217
1469154024
1504191290
1538720802
1571881160
1604546634
1637158080
1670140645
1705633077
1736688882
1768746381
1802119008
1836166747
1869042382
1903131374
1936219733
1971096670
2004106107
2037154685
2073050313
2105455603
2139088413
2170670915
2204150974
2237221852
2270147607
2306211132
2338376361
2371508161
2404171371
2437792099
2472844313
2508468382
2538193692
2571118447
2604567286
2639303329
2672114283
2705132887
2737805761
2771351408
2807467923
2838589220
2873622310
2905243616
2940604324
2971981111
3005187243
3039763760
3073135908
3106148852
3139826618
3172141692
3204717522
3238269584
3272090764
3307100028
3339143149
3373756025
3406138254
3439220495
3472826160
3507668862
3539208047
3574171066
3607554566
3641650242
3672499493
3707067653
3740095268
3773675823
3815130804
3844806902
3872107425
3908093032
3941165469
3973503836
4007662451
4040142363
4073214752
4107129008
4140022698
4175479166
4211544049
4241764029
4275711091
4307167303
4340984136
4375808520
4408177088
4440888963
4474178886
4509176515
4542134434
4575142734
4606626945
4640121638
4677577639
4709142398
4741106204
4774266968
4807247152
4842299553
4877431119
4907406636
4942255107
4973554618
5008079123
5043138492
5076106772
5108556629
5142144704
5176257130
5210589689
5242150049
5274612071
5309118855
5342299911
5375685611
5410557630
5443143629
5475561697
5510811012
5544263992
5577172011
5610149800
5643167545
5676187057
5709073605
5741749847
5776136591
5809143033
5842107834
5877144105
5910644556
5947523684
5977199971
6010219753
6043183569
6079038299
6110173403
6143143504
6178188794
6211164975
6244120872
6277116342
6311213210
6344156423
6378796450
6411422296
6444120431
6480080829
6510177788
6544259606
6577152061
6612268149
6645145225
6678166967
6711690350
6746708068
6778617737
6814155196
6845311699
6879761780
6911147467
6945063754
6977418168
7011207332
7044244266
7080214125
7112776566
7146187189
7180130020
7213292752
7246850628
7279094179
7315470944
7346222201
7379262766
7412216789
7446170323
7479954540
7514393794
7547184275
7580260219
7614712075
7647942042
7682099256
7713223449
7748323989
7780419619
7815520652
7846198713
7879260534
7914184298
7946503231
7980129418
8015672890
8047167127
8080325265
8115861843
8148031054
8180150549
8213299276
8248143818
8281162139
8313898634
8347838060
8380160832
8414167979
8447142335
8482181048
8514553188
8550350902
8586213038
8614984643
8651772494
8681489777
8719199496
8748093498
8780549165
8814091716
8848066386
8883138309
8915106959
8948129963
8982801164
9015461938
9048155539
9081228857
9114156551
9148875770
9182613157
9216122763
9249235911
9282281925
9315195945
9348150249
9381192973
9416265963
9452149840
9483153612
9516146425
9549189021
9583621293
9616164831
9649169545
9682187259
9715894528
9750512859
9783180806
9817768272
9850188589
9882803832
9915140973
9950198976
9983206758
10017822869
10050170877
10084801187
10116143047
10150174502
10185294231
10220600101
10252992673
10282899390
10317151888
10354715996
10383423125
10418890746
10452193597
10491298040
10531399842
10552177119
10584862964
10623683143
10656440405
10685925742
10721164358
10752246735
10785769543
10818173132
10850535702
10886759386
10920819310
10952107320
10985196238
11018173914
11053145440
11087930147
11122963291
11151521666
11186228317
11220230484
11251111379
11287930937
11319835128
11352301564
11389387325
11420223416
11453210614
11486580659
11523114972
11552572170
11590898270
11619001739
11654219233
11686117604
11719165406
11756008053
11786160328
11820439571
11852902746
11889334873
11920113117
11956816372
11986882007
12019176437
12055163050
12088300255
12123293191
12155780357
12186645795
12220480302
12255234002
12290215438
12321175759
12354885933
12386163585
12421279686
12459806089
12490192425
12521265467
12553329497
12588149537
12623776950
12657265229
12689809695
12721209074
12756184451
12789269186
12824691682
12857771348
12887206518
12922173180
12955178906
12990164129
13023975616
13056561560
13088242801
13123277199
13158175565
13189166905
13223251162
13255167117
13290159109
13327182654
13356122086
13390372201
13422131406
13459629712
13492129827
13522615356
13556259617
13591065674
13623941701
13659159169
13692477591
13724867615
13759690072
13793171727
13823745823
13859140863
13890788966
13924274596
13956125921
13989176014
14025867339
14059133349
14091774709
14123206013
14158232409
14193169990
14226046512
14257791625
14290207945
14325161872
14358138101
14393270787
14424188770
14457169669
14492190738
14525175931
14560170267
14592551824
14624762512
14657142091
14695473947
14729433346
