Response Timestamp (ns)
20715571627
20745483229
20778779278
20812111655
20851913021
20882016462
20915278167
20948548032
20982022832
21016739597
21049359440
21150694289
21157630800
21164328502
21179503653
21217392964
21249428039
21302920383
21314567815
21347023735
21381744884
21412776151
21451956635
21500561249
21515449822
21548983000
21580333720
21617152946
21652499006
21680964315
21713543406
21747597083
21784284582
21817021259
21849856661
21897920474
21915223540
21951848021
21982803462
22018492288
22047820118
22082652446
22115999897
22147767276
22184343010
22216248368
22250191894
22298590756
22315296467
22348940092
22381405209
22415278457
22451417013
22485684125
22516807998
22550087182
22584010364
22619185127
22651703573
22693576459
22716943809
22750203872
22786123604
22817847462
22852170247
22885421423
22917563370
22991314461
23003642161
23017434891
23054054162
23102912544
23118930377
23157191390
23186782801
23222498401
23253833404
23289906504
23323243190
23358687538
23390641790
23422784254
23456975849
23489845085
23526022826
23555059016
23587126613
23618900502
23656277653
23690470783
23725206456
23755331505
23788138509
23826491252
23856680956
23890852510
23922841872
23953326562
23991128197
24025379618
24055976836
24089682069
24122997043
24155742943
24190923654
24225114374
24259671831
24291262279
24324131272
24356576870
24389623341
24421656528
24457162978
24489146391
24522692739
24556928328
24591970752
24624417857
24659534596
24693359466
24727625087
24758550047
24791568570
24824081207
24858361456
24890672114
24927308515
24955930415
24991619895
25024527596
25058092792
25097708930
25124979336
25157216764
25189916024
25227739643
25258431904
25294453679
25325981705
25361032650
25392274486
25424346793
25458923309
25494617834
25524501577
25558575838
25590319388
25627485191
25656793132
25691268304
25722894994
25760073225
25790895451
25824947578
25859050230
25895604015
25925396061
25962337749
25991558454
26028319309
26061352651
26094544810
26126417574
26159285702
26197549023
26229749137
26261469017
26296687919
26326811523
26363308109
26393944714
26424844584
26464153171
26493304217
26526668952
26558779739
26594510811
26626292725
26661461791
26695012625
26728680551
26759716452
26793177435
26826555906
26860230571
26921446142
26932934424
26964131580
26996608148
27029717515
27064398254
27096110989
27130361321
27162664649
27196553360
27229329470
27266388420
27294126573
27326536310
27359778940
27396002233
27430672380
27463148406
27497132824
27528762318
27561483290
27595546025
27629796888
27665294274
27699374309
27733745402
27759622648
27798928438
27833358388
27865756623
27898063612
27928847887
27959805730
27995106318
28029362875
28063843536
28095278920
28132200203
28162428439
28197976198
28231470406
28264653484
28298675320
28331638708
28362909579
28398051742
28430046105
28464711241
28497262077
28530151973
28565213385
28600403500
28633184685
28666218208
28698501367
28733526111
28763880919
28796254029
28829668833
28865606652
28899526657
28931539989
28964314520
28997841108
29032015733
29065328496
29098777804
29133756790
29165735158
29198800410
29231721057
29267056360
29297083847
29332129514
29367847316
29400142654
29432139278
29466657734
29503110013
29533270445
29566533547
29600495825
29639877536
29682123433
29701116612
29731785052
29771425735
29802112990
29835049295
29872094609
29901251380
29936388092
29966132294
29996380508
30034123097
30072279583
30100582697
30131675221
30164356173
30201715960
30237681960
30276899495
30301376430
30335974598
30367740335
30396953800
30436540665
30470310534
30500307115
30535616423
30566720438
30599747941
30635084567
30674493609
30702724962
30741124372
30763866029
30802576573
30835813007
30869197992
30902987898
30932665661
30966388708
31001642059
31040204617
31071979618
31106699086
31136932865
31167506449
31201169370
31237826480
31272985162
31324659136
31335652501
31367039586
31401250199
31441361091
31467007359
31502620299
31533255396
31567225700
31607542530
31636229117
31668212569
31702871647
31734854861
31773162709
31806471749
31839543993
31868743992
31907217167
31936664923
31975534190
32006442872
32037443014
32072544673
32108363170
32139902972
32174881285
32207778550
32240157911
32270742327
32308598224
32336487148
32371572678
32403650178
32438523881
32475527721
32506531181
32540442337
32574092595
32610892945
32642738246
32669569558
32706033654
32742427823
32776010709
32806065690
32841961536
32874748131
32931599667
32946666257
32974760255
33008634381
33041855819
33073296842
33107494927
33138343507
33176618896
33206913389
33238276558
33274147391
33306945272
33339526606
33375183090
33405417651
33439962354
33473365983
33507485632
33539699772
33573449015
33605359828
33644278997
33673610194
33707203853
33739439610
33773013301
33803216998
33843975946
33898932444
33911779419
33937939743
33969276243
34006802528
34041390103
34070327500
34104943250
34143330442
34172190286
34207598241
34243233215
34275340730
34306477866
34344502155
34372365392
34408533970
34439763692
34476488583
34506267509
34542514730
34577681554
34606868666
34640304021
34673335877
34707636213
34744260135
34773714725
34808647160
34838287522
34874488158
34917004137
34942454782
34976438012
35005236808
35042330268
35074683514
35108515275
35139629682
35177621534
35211769002
35245859682
35276453817
35307306689
35341556660
35380975935
35413581167
35444654413
35480451114
35511823500
35546191445
35578863437
35616474626
35646641864
35677425095
35710279661
35746222722
35781479211
35810606824
35846703143
35881696027
35916029419
35950439148
35979320449
36013265805
36047856526
36075635363
36113111641
36148355716
36179632534
36209621603
36245522466
36280680158
36317163599
36349500191
36380711402
36415119131
36452253138
36479851147
36517418609
36546640585
36580445697
36613138129
36650350153
36678697186
36715290457
36745812902
36779720588
36816467076
36844611812
36877198091
36909682618
36948210297
36979632164
37007054657
37040202792
37079279482
37110602031
37145580488
37183786278
37219904088
37251515921
37284016185
37324195550
37353065201
37380251992
37415491732
37446777578
37483696162
37516811984
37550194791
37580069290
37616401318
37647597099
37679260450
37715619590
37749188011
37777968675
37814014020
37850249158
37882594415
37924706626
37946990378
37981752167
38017132074
38051531137
38082416743
38114800034
38152075066
38184640670
38215449117
38244775058
38279827706
38314623733
38348047585
38382385377
38413366025
38445762787
38482252424
38511691754
38551988368
38580028597
38613467118
38650161365
38685058345
38719870448
38755954479
38784748721
38832213739
38854867847
38891590014
38922049145
38955803394
38992985584
39020816103
39056158282
39083624675
39115120147
39156069030
39188408870
39214512770
39249533001
39280017337
39314679444
39349321254
39383066702
39417954756
39447794647
39480429621
39513800840
39549862423
39589855391
39625128626
39659602569
39689972179
39716889832
39751698194
39782065933
39813080510
39847068135
39878207407
39916134438
39950466155
39982225885
40014728347
40052844810
40094054952
40132980629
40160306955
40187375348
40221919680
40255598739
40288894860
40322068084
40356816672
40386904218
40419420733
40456167372
40490652609
40519382416
40556349918
40587176322
40621609341
40658717989
40689454940
40723415734
40753850679
40787613951
40822229260
40852953265
40887387177
40922496709
40956844241
40990827424
41024702594
41059120640
41094753799
41120650288
41161688103
41197138208
41220382713
41257239510
41283279946
41319498138
41351288564
41414346699
41424284278
41450972241
41485185798
