lambda_range,y_values
3.1622776601683795e-05,2193.681483482425
4.190079105786665e-05,2205.9220134957714
5.551935914386209e-05,2201.4959972489137
7.356422544596421e-05,2216.0133114437667
9.747402255566064e-05,2226.5546242639366
0.0001291549665014884,2248.383293652065
0.0001711328304161781,2267.2531298324034
0.0002267543125870802,2305.531480814625
0.0003004538530204693,2347.469161521657
0.00039810717055349735,2399.6326230773298
0.000630957344480193,2510.8879506517287
0.0007943282347242813,2586.9329912997723
0.001,2677.858724982943
0.0012589254117941675,2787.6652032050015
0.001584893192461114,2918.048217689371
0.001995262314968879,3063.3334124012927
0.0025118864315095794,3244.524735745987
0.0031622776601683794,3484.3953377577454
0.003981071705534973,3905.8722152060313
0.005011872336272725,217834.75915169646
