lambda_range,y_values
3.1622776601683795e-05,3686.411845789843
4.524343346616749e-05,3686.6767613923207
6.473082037010396e-05,3719.8553488236903
9.261187281287937e-05,3747.9105249030317
0.00013250193550567484,3796.930269769735
0.00018957356524063754,3856.068395446714
0.000271227257933203,3932.5284405791876
0.0003880510732210184,4055.7293327817088
0.0005551935914386209,4193.186343214614
0.0007943282347242813,4386.889279853092
0.0012589254117941675,4754.304112173488
0.0015058363542798416,4946.588041273206
0.001801173528334133,5160.953152415861
0.0021544346900318843,5416.904748841119
0.0025769803745148774,5717.856525504537
0.0030823992397451434,6042.491148368078
0.0036869450645195733,6439.270727184854
0.004410059454176736,6948.324642548697
0.00527499706370262,7716.57249928902
0.00630957344480193,251499.4146767541
