lambda_range,y_values
3.1622776601683795e-05,16451.3071936455
5.43945709563524e-05,16455.249772841384
9.35645021559589e-05,16465.6675602825
0.0001609409893262536,16485.25515113025
0.0002768357811826778,16514.083883116054
0.00047618726630085397,16564.880750845725
0.0008190932242152977,16651.069927463155
0.0014089282881653753,16800.684532473962
0.002423507926212364,17057.386505220216
0.004168693834703355,17625.22738687949
0.004570881896148752,17923.435940737854
0.004835534035199908,18345.464443200617
0.005115509421776533,19177.469154162285
0.0054116952654646375,24074.889367960146
0.005725030144912072,31116.47911422713
0.006056506982075586,35632.71674131528
0.0064071761886755375,37522.97182631263
0.0067781489948290545,41925.82450044896
0.007170600970409613,283136.05064014206
0.007585775750291836,789446.132312536
