lambda_range,y_values
3.1622776601683795e-05,2368.4482515840837
4.910334874600314e-05,2384.3084883109414
7.624690546443757e-05,2386.3671087600915
0.00011839499222293017,2412.477296974571
0.00018384187657301805,2433.5660172399635
0.0002854667663497933,2454.7756923964307
0.00044326829234600865,2487.6507032148265
0.0006883000130340359,2528.3630977150087
0.0010687814042265092,2624.2233291571765
0.0016595869074375613,3027.058636726907
0.0018197008586099826,3253.6074051817172
0.0019250607728685688,3475.3591543204775
0.002036520981843211,3834.7905027818333
0.002154434690031882,4403.543313323471
0.0022791755523244236,5511.865718023988
0.0024111388580716105,9068.624619443148
0.002550742783711359,52806.27500365556
0.002698429717921427,284564.6518660007
0.002854667663497933,538030.5221868978
0.003019951720402016,781017.968935038
