lambda_range,y_values
3.1622776601683795e-05,7720.483870708171
5.43945709563524e-05,7739.720477783669
9.35645021559589e-05,7695.843653633116
0.0001609409893262536,7732.7575488112725
0.0002768357811826778,7778.181586455765
0.00047618726630085397,7819.793763166823
0.0008190932242152977,7894.064947394855
0.0014089282881653753,8034.443322139947
0.002423507926212364,8271.337346817581
0.004168693834703355,8769.219508991857
0.004570881896148752,8962.254679262835
0.004835534035199908,9117.0419502572
0.005115509421776533,9332.872364409795
0.0054116952654646375,9710.287131082232
0.005725030144912072,10496.050046896133
0.006056506982075586,11707.850156087206
0.0064071761886755375,12741.003588268226
0.0067781489948290545,14468.019323470839
0.007170600970409613,130074.50641337624
0.007585775750291836,391865.84620074683
