lambda_range,y_values
3.1622776601683795e-05,4852.409382418717
4.298662347082281e-05,4921.002049476127
5.843414133735175e-05,4892.485432205246
7.943282347242822e-05,4911.557088961704
0.00010797751623277094,4904.288679189517
0.00014677992676220705,4903.917301839075
0.0001995262314968881,4953.109248511033
0.000271227257933203,4980.912664937914
0.0003686945064519577,5043.300842588196
0.0005011872336272725,5102.6546831257165
0.001,5289.147869000299
0.0011659144011798323,5350.072314276438
0.0013593563908785254,5410.565887137858
0.001584893192461114,5475.232800311117
0.0018478497974222907,5530.547868365731
0.0021544346900318843,5600.527749141093
0.0025118864315095794,5730.461640035262
0.0029286445646252374,6231.566011656983
0.003414548873833601,10389.414579714008
0.003981071705534973,657577.1837634193
